,action_taken,denial_reason_1,denial_reason_2,denial_reason_3
218710,1,,,
218712,1,,,
218717,2,,,
218722,1,,,
218723,5,,,
218725,1,,,
218726,1,,,
218727,5,,,
218728,1,,,
218729,1,,,
218733,1,,,
218734,1,,,
218735,1,,,
218736,3,,,
218737,1,,,
218739,1,,,
218740,1,,,
218743,1,,,
218744,1,,,
218745,1,,,
218747,1,,,
218748,3,3.0,,
218749,1,,,
218753,1,,,
218754,1,,,
218756,1,,,
218760,1,,,
218762,1,,,
218763,1,,,
218764,1,,,
218765,1,,,
218766,3,4.0,,
218768,1,,,
218769,1,,,
218770,1,,,
218771,1,,,
218772,1,,,
218773,3,5.0,,
218775,1,,,
218776,1,,,
218777,1,,,
218779,1,,,
218782,1,,,
218784,1,,,
218785,1,,,
218786,3,,,
218787,1,,,
218788,1,,,
218793,1,,,
218794,1,,,
218795,1,,,
218796,3,,,
218797,3,1.0,9.0,
218800,1,,,
218802,1,,,
218803,5,,,
218804,1,,,
218805,1,,,
218806,1,,,
218807,1,,,
218809,1,,,
218811,3,3.0,,
218813,1,,,
218814,1,,,
218815,1,,,
218817,3,4.0,,
218819,1,,,
218823,1,,,
218824,1,,,
218825,1,,,
218826,1,,,
218830,1,,,
218831,5,,,
218832,1,,,
218833,1,,,
218834,1,,,
218835,1,,,
218838,2,,,
218839,1,,,
218840,3,4.0,,
218841,1,,,
218842,1,,,
218844,1,,,
218846,1,,,
218848,5,,,
218852,1,,,
218853,3,1.0,,
218854,3,3.0,,
218855,1,,,
218856,1,,,
218861,2,,,
218862,5,,,
218863,1,,,
218864,1,,,
218866,2,,,
218867,1,,,
218869,1,,,
218871,1,,,
218872,1,,,
218873,1,,,
218874,1,,,
218875,1,,,
218877,1,,,
218881,1,,,
218883,3,7.0,,
218885,1,,,
218887,1,,,
218888,1,,,
218890,1,,,
218891,1,,,
218892,3,,,
218893,1,,,
218895,2,,,
218898,1,,,
218899,1,,,
218900,1,,,
218901,5,,,
218902,1,,,
218903,3,,,
218904,1,,,
218905,1,,,
218908,1,,,
218909,1,,,
218910,5,,,
218912,1,,,
218913,1,,,
218917,1,,,
218918,1,,,
218919,1,,,
218920,1,,,
218921,1,,,
218923,1,,,
218924,1,,,
218926,1,,,
218928,3,3.0,,
218929,5,,,
218930,1,,,
218932,3,,,
218933,1,,,
218936,2,,,
218937,3,,,
218938,1,,,
218941,2,,,
218943,3,,,
218945,1,,,
218946,1,,,
218948,1,,,
218949,5,,,
218951,1,,,
218952,1,,,
218953,1,,,
218954,1,,,
218957,1,,,
218958,1,,,
218962,1,,,
218964,1,,,
218965,2,,,
218966,1,,,
218967,5,,,
218968,1,,,
218970,1,,,
218971,1,,,
218972,1,,,
218973,1,,,
218974,1,,,
218978,1,,,
218979,1,,,
218981,1,,,
218984,1,,,
218985,3,,,
218987,1,,,
218990,1,,,
218991,1,,,
218992,1,,,
218995,2,,,
218996,5,,,
219001,3,4.0,,
219002,1,,,
219003,1,,,
219005,1,,,
219006,3,1.0,5.0,
219007,1,,,
219009,1,,,
219010,1,,,
219011,1,,,
219013,1,,,
219014,1,,,
219016,5,,,
219017,1,,,
219019,1,,,
219020,1,,,
219021,1,,,
219026,1,,,
219027,1,,,
219028,1,,,
219029,1,,,
219030,1,,,
219031,1,,,
219033,3,,,
219034,5,,,
219035,1,,,
219036,1,,,
219039,1,,,
219041,2,,,
219043,1,,,
219044,1,,,
219046,1,,,
219047,1,,,
219048,1,,,
219049,1,,,
219050,3,,,
219051,5,,,
219052,1,,,
219053,1,,,
219054,1,,,
219059,1,,,
219060,1,,,
219064,1,,,
219065,1,,,
219066,1,,,
219068,1,,,
219069,1,,,
219071,1,,,
219072,3,,,
219074,3,3.0,,
219077,1,,,
219078,3,,,
219079,1,,,
219080,1,,,
219082,1,,,
219083,1,,,
219084,1,,,
219085,1,,,
219086,1,,,
219087,1,,,
219088,1,,,
219093,1,,,
219094,1,,,
219097,1,,,
219098,1,,,
219100,3,1.0,,
219101,1,,,
219102,1,,,
219103,1,,,
219105,1,,,
219106,1,,,
219107,1,,,
219108,1,,,
219110,3,7.0,,
219111,3,1.0,,
219112,1,,,
219113,3,3.0,,
219116,1,,,
219118,1,,,
219120,1,,,
219121,1,,,
219122,1,,,
219123,1,,,
219127,3,3.0,,
219129,1,,,
219130,3,1.0,,
219131,1,,,
219132,1,,,
219134,1,,,
219136,1,,,
219138,1,,,
219139,3,,,
219140,1,,,
219141,1,,,
219142,1,,,
219144,1,,,
219147,1,,,
219149,1,,,
219151,1,,,
219152,1,,,
219153,5,,,
219154,1,,,
219156,1,,,
219157,1,,,
219158,1,,,
219159,1,,,
219160,3,1.0,,
219162,1,,,
219164,1,,,
219167,3,7.0,,
219168,3,3.0,,
219170,5,,,
219173,1,,,
219175,1,,,
219178,1,,,
219180,5,,,
219182,1,,,
219184,1,,,
219185,1,,,
219186,3,,,
219189,1,,,
219194,1,,,
219198,1,,,
219200,5,,,
219203,1,,,
219204,1,,,
219205,1,,,
219206,1,,,
219208,1,,,
219210,1,,,
219211,1,,,
219212,1,,,
219213,1,,,
219216,1,,,
219217,1,,,
219218,1,,,
219221,1,,,
219224,1,,,
219225,3,,,
219226,1,,,
219227,1,,,
219229,1,,,
219230,1,,,
219232,1,,,
219233,1,,,
219234,1,,,
219237,2,,,
219238,2,,,
219240,1,,,
219241,1,,,
219242,1,,,
219244,1,,,
219245,3,,,
219246,1,,,
219247,1,,,
219250,5,,,
219257,1,,,
219258,1,,,
219259,1,,,
219260,3,3.0,,
219261,1,,,
219262,1,,,
219263,1,,,
219264,3,,,
219265,1,,,
219266,1,,,
219267,1,,,
219268,1,,,
219269,1,,,
219271,3,,,
219273,1,,,
219275,1,,,
219278,1,,,
219279,3,4.0,,
219280,5,,,
219281,3,3.0,,
219284,1,,,
219285,1,,,
219286,5,,,
219287,1,,,
219288,1,,,
219289,1,,,
219291,1,,,
219292,1,,,
219293,1,,,
219294,1,,,
219296,1,,,
219298,1,,,
219299,3,,,
219300,1,,,
219301,1,,,
219302,1,,,
219303,1,,,
219305,1,,,
219306,5,,,
219307,1,,,
219308,1,,,
219309,5,,,
219310,1,,,
219311,1,,,
219312,1,,,
219316,1,,,
219318,1,,,
219320,1,,,
219323,5,,,
219324,1,,,
219325,1,,,
219327,1,,,
219328,1,,,
219330,1,,,
219331,1,,,
219333,1,,,
219334,1,,,
219335,1,,,
219337,1,,,
219338,1,,,
219341,1,,,
219343,1,,,
219344,3,,,
219345,1,,,
219347,5,,,
219348,1,,,
219349,1,,,
219350,1,,,
219351,1,,,
219352,1,,,
219353,1,,,
219355,3,3.0,,
219356,1,,,
219357,2,,,
219359,1,,,
219362,1,,,
219363,1,,,
219364,1,,,
219366,1,,,
219367,1,,,
219368,1,,,
219369,1,,,
219371,1,,,
219373,3,4.0,,
219375,1,,,
219376,1,,,
219377,1,,,
219378,1,,,
219379,3,,,
219381,1,,,
219382,1,,,
219383,1,,,
219384,1,,,
219386,2,,,
219387,5,,,
219390,1,,,
219392,1,,,
219395,1,,,
219396,1,,,
219397,1,,,
219398,1,,,
219399,2,,,
219401,1,,,
219402,1,,,
219404,1,,,
219405,1,,,
219407,1,,,
219408,1,,,
219410,5,,,
219412,1,,,
219413,1,,,
219414,1,,,
219416,3,4.0,,
219417,3,3.0,,
219418,1,,,
219419,3,4.0,,
219420,1,,,
219421,1,,,
219422,1,,,
219424,2,,,
219428,1,,,
219429,1,,,
219430,1,,,
219431,1,,,
219432,1,,,
219433,1,,,
219435,1,,,
219436,1,,,
219437,1,,,
219438,1,,,
219439,1,,,
219440,3,3.0,,
219441,1,,,
219444,1,,,
219445,1,,,
219446,3,,,
219447,1,,,
219449,1,,,
219450,3,5.0,,
219452,1,,,
219453,1,,,
219454,1,,,
219456,2,,,
219457,1,,,
219459,1,,,
219460,5,,,
219461,5,,,
219462,1,,,
219464,1,,,
219465,1,,,
219466,1,,,
219467,1,,,
219468,1,,,
219470,2,,,
219472,5,,,
219473,1,,,
219475,1,,,
219476,1,,,
219478,1,,,
219480,1,,,
219481,1,,,
219482,1,,,
219483,1,,,
219484,1,,,
219485,1,,,
219486,1,,,
219487,1,,,
219488,2,,,
219489,3,1.0,,
219490,1,,,
219492,1,,,
219493,1,,,
219494,1,,,
219496,1,,,
219497,1,,,
219498,1,,,
219501,3,1.0,3.0,
219502,1,,,
219503,1,,,
219504,1,,,
219506,1,,,
219507,1,,,
219508,1,,,
219509,1,,,
219510,1,,,
219511,1,,,
219515,1,,,
219519,1,,,
219520,3,1.0,,
219522,1,,,
219523,1,,,
219524,1,,,
219525,1,,,
219527,1,,,
219529,1,,,
219531,1,,,
219532,1,,,
219538,1,,,
219539,5,,,
219541,1,,,
219542,1,,,
219544,1,,,
219545,1,,,
219546,1,,,
219547,1,,,
219548,1,,,
219549,1,,,
219550,1,,,
219551,1,,,
219553,1,,,
219554,1,,,
219555,1,,,
219559,1,,,
219560,1,,,
219562,1,,,
219563,1,,,
219566,1,,,
219567,1,,,
219568,1,,,
219569,1,,,
219571,1,,,
219573,1,,,
219574,1,,,
219575,1,,,
219577,1,,,
219580,1,,,
219582,1,,,
219583,3,4.0,,
219589,1,,,
219590,1,,,
219593,5,,,
219595,1,,,
219598,1,,,
219599,3,9.0,,
219600,1,,,
219601,1,,,
219602,1,,,
219604,1,,,
219606,1,,,
219607,1,,,
219608,1,,,
219610,1,,,
219611,3,1.0,,
219613,1,,,
219614,1,,,
219615,1,,,
219616,5,,,
219618,1,,,
219622,1,,,
219623,1,,,
219624,1,,,
219627,1,,,
219628,1,,,
219630,1,,,
219631,1,,,
219632,1,,,
219633,1,,,
219634,1,,,
219635,1,,,
219636,1,,,
219637,1,,,
219638,3,3.0,,
219639,1,,,
219640,1,,,
219641,1,,,
219642,1,,,
219645,3,3.0,,
219646,1,,,
219647,1,,,
219650,5,,,
219651,3,,,
219654,1,,,
219655,1,,,
219657,5,,,
219660,1,,,
219661,1,,,
219663,1,,,
219664,1,,,
219666,1,,,
219667,1,,,
219669,1,,,
219674,1,,,
219675,1,,,
219676,2,,,
219677,1,,,
219678,3,1.0,,
219681,1,,,
219683,5,,,
219684,1,,,
219685,1,,,
219686,1,,,
219689,1,,,
219690,5,,,
219691,1,,,
219692,1,,,
219693,1,,,
219694,1,,,
219696,2,,,
219698,1,,,
219700,1,,,
219701,1,,,
219703,1,,,
219704,1,,,
219705,1,,,
219707,2,,,
219708,1,,,
219709,1,,,
219710,1,,,
219712,1,,,
219716,1,,,
219717,1,,,
219719,1,,,
219720,1,,,
219724,1,,,
219725,1,,,
219727,1,,,
219728,1,,,
219730,1,,,
219731,1,,,
219732,1,,,
219733,1,,,
219735,1,,,
219739,1,,,
219740,1,,,
219741,1,,,
219742,1,,,
219743,1,,,
219744,1,,,
219745,1,,,
219746,1,,,
219750,5,,,
219751,1,,,
219752,1,,,
219753,1,,,
219756,1,,,
219757,1,,,
219758,1,,,
219759,1,,,
219763,1,,,
219764,1,,,
219765,1,,,
219770,1,,,
219771,1,,,
219772,1,,,
219773,1,,,
219774,5,,,
219779,1,,,
219780,1,,,
219781,1,,,
219782,1,,,
219783,2,,,
219784,1,,,
219787,1,,,
219789,1,,,
219790,1,,,
219791,1,,,
219794,1,,,
219795,3,,,
219796,1,,,
219797,1,,,
219799,3,1.0,2.0,
219802,1,,,
219804,1,,,
219806,1,,,
219807,2,,,
219811,1,,,
219817,1,,,
219818,1,,,
219819,1,,,
219821,1,,,
219822,3,3.0,,
219823,1,,,
219824,1,,,
219825,1,,,
219829,1,,,
219833,1,,,
219835,1,,,
219837,1,,,
219839,1,,,
219840,1,,,
219841,1,,,
219843,1,,,
219848,3,1.0,,
219849,5,,,
219850,1,,,
219852,3,1.0,3.0,5.0
219853,1,,,
219854,1,,,
219856,1,,,
219857,1,,,
219858,1,,,
219860,1,,,
219862,1,,,
219863,3,4.0,,
219865,3,9.0,,
219866,1,,,
219867,1,,,
219868,3,,,
219869,1,,,
219870,1,,,
219871,1,,,
219873,2,,,
219875,2,,,
219876,1,,,
219878,1,,,
219879,1,,,
219880,1,,,
219881,1,,,
219882,1,,,
219883,1,,,
219884,1,,,
219885,1,,,
219886,1,,,
219887,3,9.0,,
219888,1,,,
219889,1,,,
219890,1,,,
219891,1,,,
219892,1,,,
219893,1,,,
219897,1,,,
219899,1,,,
219900,1,,,
219901,1,,,
219902,1,,,
219903,1,,,
219904,1,,,
219905,1,,,
219906,1,,,
219907,1,,,
219908,1,,,
219909,1,,,
219910,1,,,
219911,3,1.0,,
219912,1,,,
219914,1,,,
219915,3,4.0,,
219916,1,,,
219917,1,,,
219918,1,,,
219921,1,,,
219926,1,,,
219928,5,,,
219929,1,,,
219933,1,,,
219934,3,1.0,,
219935,1,,,
219936,1,,,
219937,1,,,
219938,1,,,
219939,1,,,
219940,1,,,
219942,1,,,
219943,1,,,
219944,1,,,
219945,1,,,
219946,1,,,
219948,1,,,
219950,1,,,
219951,1,,,
219952,1,,,
219954,1,,,
219955,1,,,
219957,1,,,
219958,2,,,
219959,1,,,
219960,1,,,
219961,1,,,
219962,1,,,
219964,1,,,
219965,5,,,
219966,3,7.0,,
219967,1,,,
219968,1,,,
219970,1,,,
219971,1,,,
219975,1,,,
219976,1,,,
219979,1,,,
219983,1,,,
219984,3,7.0,,
219985,3,2.0,,
219986,1,,,
219987,3,1.0,3.0,
219988,1,,,
219991,1,,,
219992,1,,,
219993,1,,,
219994,1,,,
219996,1,,,
219997,1,,,
219998,1,,,
219999,1,,,
220000,1,,,
220001,3,1.0,,
220003,1,,,
220004,3,,,
220005,1,,,
220006,1,,,
220008,1,,,
220010,1,,,
220011,1,,,
220013,1,,,
220014,1,,,
220016,1,,,
220017,1,,,
220018,1,,,
220021,1,,,
220022,3,,,
220023,1,,,
220024,1,,,
220026,1,,,
220027,1,,,
220028,5,,,
220030,1,,,
220032,1,,,
220033,2,,,
220034,1,,,
220035,1,,,
220036,1,,,
220037,1,,,
220040,5,,,
220042,1,,,
220043,1,,,
220047,1,,,
220048,1,,,
220049,1,,,
220050,1,,,
220051,3,1.0,,
220053,1,,,
220054,1,,,
220055,1,,,
220058,1,,,
220059,1,,,
220062,1,,,
220065,1,,,
220068,1,,,
220069,1,,,
220070,1,,,
220071,1,,,
220074,5,,,
220075,5,,,
220076,1,,,
220077,1,,,
220078,1,,,
220079,1,,,
220080,1,,,
220081,1,,,
220082,1,,,
220084,1,,,
220085,1,,,
220087,1,,,
220088,1,,,
220091,1,,,
220092,1,,,
220093,1,,,
220094,1,,,
220095,1,,,
220096,5,,,
220097,1,,,
220098,1,,,
220099,1,,,
220101,1,,,
220102,1,,,
220103,1,,,
220105,1,,,
220106,1,,,
220108,1,,,
220109,1,,,
220110,1,,,
220113,1,,,
220114,1,,,
220115,1,,,
220116,1,,,
220117,1,,,
220118,1,,,
220119,1,,,
220120,1,,,
220123,1,,,
220124,2,,,
220125,1,,,
220126,1,,,
220128,1,,,
220129,1,,,
220130,1,,,
220131,1,,,
220132,1,,,
220133,3,1.0,9.0,
220135,3,1.0,,
220136,1,,,
220138,3,5.0,,
220139,1,,,
220140,1,,,
220141,1,,,
220142,1,,,
220144,3,4.0,,
220145,3,,,
220146,1,,,
220147,3,3.0,,
220149,2,,,
220152,1,,,
220153,2,,,
220155,1,,,
220156,1,,,
220158,5,,,
220160,3,,,
220161,1,,,
220162,5,,,
220163,5,,,
220164,1,,,
220165,1,,,
220166,1,,,
220167,1,,,
220169,1,,,
220170,1,,,
220172,1,,,
220173,3,1.0,3.0,9.0
220174,1,,,
220175,1,,,
220176,1,,,
220177,1,,,
220181,1,,,
220182,1,,,
220185,3,9.0,,
220187,1,,,
220188,1,,,
220189,1,,,
220190,1,,,
220191,1,,,
220192,1,,,
220194,1,,,
220195,1,,,
220196,1,,,
220197,1,,,
220198,1,,,
220199,1,,,
220200,1,,,
220201,1,,,
220202,1,,,
220208,1,,,
220209,1,,,
220210,5,,,
220213,1,,,
220214,1,,,
220217,1,,,
220218,1,,,
220219,1,,,
220220,1,,,
220221,1,,,
220222,1,,,
220223,1,,,
220224,1,,,
220225,1,,,
220227,1,,,
220229,1,,,
220230,1,,,
220231,1,,,
220232,1,,,
220233,2,,,
220234,1,,,
220235,1,,,
220236,2,,,
220237,1,,,
220238,1,,,
220239,1,,,
220240,1,,,
220242,1,,,
220243,3,,,
220245,1,,,
220247,1,,,
220248,1,,,
220249,1,,,
220250,1,,,
220251,1,,,
220256,2,,,
220258,1,,,
220259,3,6.0,,
220261,1,,,
220263,1,,,
220265,1,,,
220270,1,,,
220272,5,,,
220273,1,,,
220274,1,,,
220275,5,,,
220276,3,3.0,,
220278,1,,,
220279,1,,,
220280,3,4.0,,
220281,1,,,
220282,1,,,
220283,1,,,
220284,1,,,
220285,1,,,
220287,1,,,
220288,3,,,
220290,1,,,
220294,1,,,
220295,1,,,
220297,1,,,
220298,3,,,
220299,1,,,
220302,1,,,
220303,1,,,
220304,1,,,
220305,5,,,
220306,1,,,
220307,1,,,
220308,1,,,
220310,1,,,
220313,1,,,
220314,1,,,
220316,1,,,
220317,1,,,
220318,3,1.0,,
220319,1,,,
220321,1,,,
220322,1,,,
220323,5,,,
220324,1,,,
220325,1,,,
220327,3,3.0,,
220329,1,,,
220331,1,,,
220332,1,,,
220333,1,,,
220334,1,,,
220336,1,,,
220339,1,,,
220340,1,,,
220341,1,,,
220342,1,,,
220343,1,,,
220345,1,,,
220346,1,,,
220347,1,,,
220348,1,,,
220350,1,,,
220351,3,4.0,,
220352,1,,,
220354,1,,,
220355,3,3.0,,
220356,1,,,
220358,1,,,
220360,3,7.0,,
220361,1,,,
220362,3,3.0,,
220363,1,,,
220364,3,7.0,,
220367,1,,,
220369,1,,,
220370,1,,,
220371,1,,,
220372,3,,,
220373,1,,,
220374,1,,,
220375,1,,,
220376,1,,,
220377,1,,,
220379,1,,,
220380,1,,,
220382,1,,,
220383,1,,,
220384,1,,,
220385,1,,,
220387,1,,,
220388,1,,,
220389,1,,,
220391,1,,,
220392,1,,,
220394,1,,,
220396,1,,,
220397,1,,,
220399,1,,,
220402,1,,,
220403,5,,,
220404,1,,,
220406,2,,,
220407,1,,,
220409,1,,,
220410,1,,,
220416,1,,,
220417,1,,,
220419,1,,,
220420,1,,,
220421,1,,,
220423,1,,,
220424,1,,,
220426,2,,,
220427,3,,,
220429,1,,,
220430,1,,,
220431,1,,,
220432,1,,,
220435,1,,,
220436,1,,,
220437,1,,,
220438,1,,,
220439,1,,,
220440,1,,,
220443,5,,,
220445,1,,,
220446,1,,,
220447,1,,,
220449,1,,,
220450,1,,,
220451,1,,,
220452,1,,,
220453,1,,,
220454,1,,,
220456,1,,,
220458,1,,,
220459,1,,,
220460,1,,,
220464,1,,,
220465,1,,,
220466,1,,,
220467,1,,,
220468,1,,,
220469,3,3.0,,
220470,2,,,
220471,1,,,
220475,1,,,
220476,1,,,
220477,1,,,
220480,1,,,
220482,1,,,
220483,3,1.0,3.0,
220485,2,,,
220487,1,,,
220488,1,,,
220491,1,,,
220492,1,,,
220493,1,,,
220495,1,,,
220497,1,,,
220499,1,,,
220501,1,,,
220502,1,,,
220505,1,,,
220506,1,,,
220507,3,,,
220508,1,,,
220509,1,,,
220510,1,,,
220511,3,3.0,,
220512,3,3.0,,
220513,1,,,
220514,1,,,
220515,1,,,
220516,1,,,
220517,1,,,
220518,1,,,
220521,1,,,
220523,1,,,
220524,1,,,
220527,1,,,
220528,1,,,
220530,3,2.0,,
220531,3,1.0,,
220532,1,,,
220533,1,,,
220534,1,,,
220536,1,,,
220537,1,,,
220540,1,,,
220543,1,,,
220544,1,,,
220545,1,,,
220547,5,,,
220550,3,,,
220554,3,,,
220555,1,,,
220558,5,,,
220559,1,,,
220560,3,,,
220562,5,,,
220563,1,,,
220564,1,,,
220566,1,,,
220567,1,,,
220568,1,,,
220570,3,,,
220572,2,,,
220574,1,,,
220575,1,,,
220576,1,,,
220578,3,,,
220579,1,,,
220580,1,,,
220581,1,,,
220582,1,,,
220585,1,,,
220586,1,,,
220588,1,,,
220589,1,,,
220590,1,,,
220592,1,,,
220593,1,,,
220596,1,,,
220598,1,,,
220600,5,,,
220601,1,,,
220602,1,,,
220605,1,,,
220606,1,,,
220609,1,,,
220611,1,,,
220612,1,,,
220615,3,7.0,,
220616,3,,,
220617,1,,,
220619,1,,,
220620,1,,,
220621,3,,,
220623,1,,,
220624,3,3.0,,
220625,1,,,
220626,3,3.0,,
220627,1,,,
220628,1,,,
220632,1,,,
220633,1,,,
220635,1,,,
220638,1,,,
220639,1,,,
220641,1,,,
220642,1,,,
220643,1,,,
220644,1,,,
220646,1,,,
220647,5,,,
220648,2,,,
220650,1,,,
220651,1,,,
220652,1,,,
220655,1,,,
220656,1,,,
220657,1,,,
220659,1,,,
220660,1,,,
220661,1,,,
220662,1,,,
220664,1,,,
220666,1,,,
220667,1,,,
220668,1,,,
220669,1,,,
220670,1,,,
220671,1,,,
220673,1,,,
220676,1,,,
220677,3,,,
220679,1,,,
220680,3,1.0,,
220681,1,,,
220682,1,,,
220683,1,,,
220684,1,,,
220685,3,1.0,3.0,
220686,1,,,
220690,1,,,
220691,1,,,
220693,1,,,
220694,1,,,
220695,1,,,
220698,1,,,
220701,1,,,
220702,5,,,
220703,1,,,
220704,1,,,
220706,1,,,
220707,1,,,
220708,1,,,
220709,5,,,
220711,1,,,
220713,1,,,
220714,1,,,
220716,1,,,
220717,3,,,
220718,2,,,
220719,1,,,
220720,1,,,
220724,1,,,
220725,2,,,
220726,1,,,
220727,1,,,
220729,3,,,
220730,3,,,
220731,1,,,
220732,1,,,
220733,1,,,
220735,1,,,
220736,1,,,
220737,1,,,
220738,3,4.0,,
220742,3,,,
220743,1,,,
220744,1,,,
220745,1,,,
220746,1,,,
220747,1,,,
220749,1,,,
220750,1,,,
220751,1,,,
220752,1,,,
220753,1,,,
220755,1,,,
220756,1,,,
220757,1,,,
220759,1,,,
220760,5,,,
220761,1,,,
220763,1,,,
220764,1,,,
220765,1,,,
220766,1,,,
220767,5,,,
220768,1,,,
220769,1,,,
220770,1,,,
220772,1,,,
220775,1,,,
220776,1,,,
220777,2,,,
220778,1,,,
220779,1,,,
220782,1,,,
220784,1,,,
220785,1,,,
220786,5,,,
220788,1,,,
220792,1,,,
220793,1,,,
220796,3,1.0,,
220797,1,,,
220798,1,,,
220799,1,,,
220800,1,,,
220801,1,,,
220802,1,,,
220803,1,,,
220805,1,,,
220807,1,,,
220810,1,,,
220816,1,,,
220817,1,,,
220818,1,,,
220819,1,,,
220822,1,,,
220823,3,5.0,,
220824,1,,,
220826,1,,,
220828,3,5.0,,
220830,1,,,
220831,1,,,
220832,3,3.0,,
220833,2,,,
220834,1,,,
220835,1,,,
220836,1,,,
220837,1,,,
220838,3,9.0,1.0,3.0
220839,1,,,
220840,1,,,
220841,3,,,
220843,1,,,
220844,1,,,
220847,1,,,
220848,1,,,
220852,1,,,
220854,1,,,
220855,1,,,
220858,1,,,
220859,1,,,
220860,1,,,
220862,1,,,
220864,1,,,
220865,3,9.0,3.0,1.0
220867,1,,,
220870,3,,,
220871,1,,,
220873,1,,,
220875,1,,,
220877,1,,,
220878,1,,,
220879,1,,,
220881,1,,,
220882,2,,,
220883,1,,,
220884,1,,,
220885,5,,,
220887,1,,,
220889,1,,,
220890,1,,,
220891,3,,,
220893,1,,,
220894,3,3.0,,
220895,1,,,
220896,1,,,
220897,1,,,
220899,1,,,
220900,3,1.0,3.0,
220902,1,,,
220903,1,,,
220905,2,,,
220906,1,,,
220907,1,,,
220908,1,,,
220909,1,,,
220911,1,,,
220913,1,,,
220914,1,,,
220916,1,,,
220917,1,,,
220919,1,,,
220920,1,,,
220921,1,,,
220922,1,,,
220923,1,,,
220924,3,3.0,,
220925,1,,,
220926,3,,,
220929,1,,,
220930,1,,,
220931,1,,,
220933,1,,,
220936,1,,,
220939,1,,,
220940,1,,,
220941,1,,,
220942,1,,,
220943,1,,,
220945,1,,,
220947,2,,,
220949,1,,,
220950,1,,,
220951,1,,,
220953,1,,,
220954,1,,,
220955,1,,,
220957,1,,,
220958,2,,,
220959,1,,,
220961,1,,,
220962,1,,,
220963,1,,,
220964,1,,,
220965,1,,,
220966,1,,,
220969,5,,,
220970,1,,,
220971,1,,,
220972,1,,,
220973,1,,,
220974,1,,,
220976,1,,,
220977,1,,,
220979,1,,,
220980,3,3.0,1.0,
220981,1,,,
220983,1,,,
220984,1,,,
220985,1,,,
220986,3,1.0,,
220987,1,,,
220988,1,,,
220990,1,,,
220991,1,,,
220992,1,,,
220995,1,,,
220996,1,,,
220997,1,,,
220998,2,,,
221001,1,,,
221002,3,4.0,,
221005,3,1.0,,
221006,1,,,
221007,1,,,
221009,1,,,
221014,1,,,
221015,1,,,
221017,1,,,
221018,1,,,
221019,1,,,
221020,1,,,
221022,1,,,
221023,1,,,
221025,1,,,
221026,1,,,
221027,5,,,
221028,3,3.0,,
221029,1,,,
221032,1,,,
221033,1,,,
221034,1,,,
221035,1,,,
221038,1,,,
221039,1,,,
221040,1,,,
221041,1,,,
221042,1,,,
221043,1,,,
221044,3,4.0,,
221045,1,,,
221046,1,,,
221048,1,,,
221049,1,,,
221052,1,,,
221053,1,,,
221056,1,,,
221057,1,,,
221060,1,,,
221061,1,,,
221063,1,,,
221064,1,,,
221065,5,,,
221067,1,,,
221068,1,,,
221069,3,,,
221070,1,,,
221072,5,,,
221074,1,,,
221075,1,,,
221076,3,,,
221079,1,,,
221080,1,,,
221081,1,,,
221082,1,,,
221083,1,,,
221084,1,,,
221085,1,,,
221086,1,,,
221088,2,,,
221089,1,,,
221090,1,,,
221091,1,,,
221092,5,,,
221094,1,,,
221095,1,,,
221096,1,,,
221098,1,,,
221099,1,,,
221100,2,,,
221102,1,,,
221104,1,,,
221105,1,,,
221106,1,,,
221107,1,,,
221109,1,,,
221110,1,,,
221111,1,,,
221112,2,,,
221113,1,,,
221114,1,,,
221117,1,,,
221121,1,,,
221122,1,,,
221123,1,,,
221124,3,,,
221125,1,,,
221126,3,4.0,,
221127,5,,,
221128,1,,,
221129,1,,,
221130,1,,,
221132,1,,,
221133,1,,,
221136,1,,,
221137,1,,,
221138,1,,,
221139,1,,,
221140,1,,,
221141,1,,,
221142,1,,,
221144,1,,,
221145,1,,,
221146,1,,,
221154,1,,,
221155,2,,,
221156,1,,,
221157,1,,,
221159,1,,,
221162,1,,,
221163,1,,,
221164,1,,,
221165,1,,,
221166,1,,,
221168,5,,,
221169,1,,,
221172,5,,,
221173,1,,,
221176,1,,,
221177,1,,,
221178,1,,,
221179,1,,,
221180,2,,,
221181,5,,,
221182,1,,,
221183,1,,,
221185,1,,,
221186,1,,,
221189,1,,,
221192,1,,,
221193,1,,,
221195,1,,,
221197,1,,,
221200,1,,,
221203,1,,,
221204,1,,,
221206,1,,,
221207,1,,,
221209,1,,,
221211,1,,,
221212,3,4.0,,
221213,1,,,
221216,2,,,
221217,3,4.0,,
221219,1,,,
221221,5,,,
221225,3,1.0,,
221226,1,,,
221227,1,,,
221230,1,,,
221231,1,,,
221233,1,,,
221234,1,,,
221236,1,,,
221237,3,3.0,,
221238,1,,,
221241,1,,,
221242,1,,,
221243,1,,,
221245,1,,,
221247,1,,,
221248,1,,,
221249,1,,,
221250,1,,,
221254,1,,,
221255,1,,,
221256,1,,,
221257,3,3.0,,
221258,1,,,
221259,3,3.0,,
221260,1,,,
221262,3,3.0,,
221264,3,1.0,,
221265,1,,,
221266,1,,,
221267,1,,,
221268,1,,,
221270,1,,,
221271,3,1.0,3.0,5.0
221272,1,,,
221273,1,,,
221274,1,,,
221275,1,,,
221277,2,,,
221278,1,,,
221279,1,,,
221280,1,,,
221282,1,,,
221283,1,,,
221285,1,,,
221286,1,,,
